time,intensity_rate,structure_rate,coupled_rate,heterogeneity,localization,roughness,sign_mixing,temporal_deformation
9.750000000000000888e-01,6.079513278681669321e-32,0.000000000000000000e+00,4.654547085306495340e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.254480344810771661e-32,0.000000000000000000e+00,4.823451956245185151e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.025000000000000133e+00,4.705333856677516466e-32,0.000000000000000000e+00,4.799466359484916660e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000044e+00,5.532717379773862596e-32,0.000000000000000000e+00,5.056888964295375801e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.074999999999999956e+00,4.456787240956260452e-32,0.000000000000000000e+00,4.750831787027455993e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,4.557035286423439377e-32,0.000000000000000000e+00,4.621521699936982406e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125000000000000000e+00,4.915228985944786585e-32,0.000000000000000000e+00,4.603913449197353998e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000133e+00,4.028160538476397425e-32,0.000000000000000000e+00,4.259270853582090408e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.175000000000000044e+00,4.065533351430779650e-32,0.000000000000000000e+00,4.002358191156855471e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000178e+00,3.850205523289464613e-32,0.000000000000000000e+00,3.729501177922440861e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.225000000000000089e+00,3.152060313680062230e-32,0.000000000000000000e+00,3.952020157512042662e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+00,5.653754479398581573e-32,0.000000000000000000e+00,4.656734554707330065e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
